id;receita_codigo;receita_descricao;receita_data_ocorrencia;receita_valor;dia;mes;ano;valor_mes;valor_ano;valor_receita_ano;valor_receita_mes;valor_consolidado_mes;valor_consolidado_ano;codigo_conta_contabil;descricao_conta_contabil;data_atualizacao;valor_jan;valor_fev;valor_mar;valor_abr;valor_mai;valor_jun;valor_jul;valor_ago;valor_set;valor_out;valor_nov;valor_dez
193388;741121260000000001;TAXA DE PUBLICIDADE COMERCIAL;2015-01-01;1388.42;1;1;2015;0.00;1388.42;1388.42;0.00;0.00;1388.42;741121260000000001;TAXA DE PUBLICIDADE COMERCIAL;2016-05-06T09:21:10.491530;0.00;0.00;0.00;132.50;0.00;0.00;132.50;0.00;666.48;118.40;10.60;327.94
193389;741121270000000001;TAXA DE APREENSÃO E DEPÓSITO;2015-01-01;234646.95;1;1;2015;0.00;234646.95;234646.95;0.00;0.00;234646.95;741121270000000001;TAXA DE APREENSÃO E DEPÓSITO;2016-05-06T09:21:10.496644;21121.00;32134.70;36917.15;14778.50;10896.80;5713.40;11479.80;11845.50;7987.10;19011.10;24539.00;38222.90
193390;741121280000000001;TAXA DE FUNCIONAMENTO DE ESTABELECIMENTOS EM HORÁRIO ESPECIAL;2015-01-01;11935.16;1;1;2015;0.00;11935.16;11935.16;0.00;0.00;11935.16;741121280000000001;TAXA DE FUNCIONAMENTO DE ESTABELECIMENTOS EM HORÁRIO ESPECIAL;2016-05-06T09:21:10.502057;40.82;2256.02;689.15;140.20;740.38;985.78;1522.15;608.84;481.98;4158.49;106.65;204.70
193391;741121290000000001;TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - FONTE 6070;2015-01-01;1103407.47;1;1;2015;0.00;1103407.47;1103407.47;0.00;0.00;1103407.47;741121290000000001;TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - FONTE 6070;2016-05-06T09:21:10.506775;41130.80;62337.70;144150.56;117479.44;116974.49;106404.90;180669.46;77087.25;78382.77;58852.48;52657.51;67280.11
193392;741121290000000002;TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - FONTE 0010;2015-01-01;728898.91;1;1;2015;0.00;728898.91;728898.91;0.00;0.00;728898.91;741121290000000002;TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - FONTE 0010;2016-05-06T09:21:10.511491;23734.26;43861.72;43677.88;31806.91;45944.91;35396.32;369288.36;30863.50;15795.21;24141.47;20923.23;43465.14
193393;741121300000000001;TAXA DE AUTORIZAÇÃO DE FUNCIONAMENTO DE TRANSPORTE;2015-01-01;20890.75;1;1;2015;0.00;20890.75;20890.75;0.00;0.00;20890.75;741121300000000001;TAXA DE AUTORIZAÇÃO DE FUNCIONAMENTO DE TRANSPORTE;2016-05-06T09:21:10.526428;2506.05;3254.35;4324.15;1152.75;861.25;1550.25;1152.75;887.75;259.20;1192.50;2106.75;1643.00
193394;741121310000000001;TAXA DE UTILIZAÇÃO DE ÁREA DE DOMÍNIO PÚBLICO - FONTE 0010;2015-01-01;110130.52;1;1;2015;0.00;110130.52;110130.52;0.00;0.00;110130.52;741121310000000001;TAXA DE UTILIZAÇÃO DE ÁREA DE DOMÍNIO PÚBLICO - FONTE 0010;2016-05-06T09:21:10.531445;1020.35;6872.58;12647.42;8073.43;12528.75;19353.32;5170.95;15916.11;7623.55;7031.35;8344.17;5548.54
193395;741121320000000001;TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL;2015-01-01;766897.05;1;1;2015;0.00;766897.05;766897.05;0.00;0.00;766897.05;741121320000000001;TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL;2016-05-06T09:21:10.537566;57694.91;45327.55;56602.01;43044.12;63237.39;82380.98;161441.45;63085.01;27662.15;25077.92;61280.81;80062.75
193396;741121350000000001;TAXA DE ALINHAMENTO E NIVELAMENTO;2015-01-01;316864.99;1;1;2015;0.00;316864.99;316864.99;0.00;0.00;316864.99;741121350000000001;TAXA DE ALINHAMENTO E NIVELAMENTO;2016-05-06T09:21:10.544128;0.00;113.71;13246.59;0.00;3414.29;136732.11;6414.67;33844.48;80969.66;7031.07;2713.45;32384.96
193397;741121360000000001;TAXA DE APREENSÃO, DEPÓSITO OU LIBERAÇÃO DE ANIMAIS;2015-01-01;18.60;1;1;2015;0.00;18.60;18.60;0.00;0.00;18.60;741121360000000001;TAXA DE APREENSÃO, DEPÓSITO OU LIBERAÇÃO DE ANIMAIS;2016-05-06T09:21:10.549530;0.00;0.00;9.60;0.00;0.00;0.00;0.00;0.00;9.00;0.00;0.00;0.00
193398;741121983501;TAXA DE ALINHAMENTO E NIVELAMENTO - FONTE 6070;2015-01-01;23518.47;1;1;2015;0.00;23518.47;23518.47;0.00;0.00;23518.47;741121983501;TAXA DE ALINHAMENTO E NIVELAMENTO - FONTE 6070;2016-05-06T09:21:10.554419;8571.05;8653.03;12523.86;23992.78;8244.11;6611.53;-68596.36;23054.45;464.02;0.00;0.00;0.00
193399;741121990000000001;OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;2015-01-01;337755.89;1;1;2015;0.00;337755.89;337755.89;0.00;0.00;337755.89;741121990000000001;OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;2016-05-06T09:21:10.561109;12501.94;12896.00;19502.06;19615.24;19703.89;20455.49;26512.81;43145.39;17580.10;34330.19;61850.45;49662.33
193400;741121990000000002;TAXA DE ALINHAMENTO E NIVELAMENTO - FONTE 6070;2015-01-01;99288.30;1;1;2015;0.00;99288.30;99288.30;0.00;0.00;99288.30;741121990000000002;TAXA DE ALINHAMENTO E NIVELAMENTO - FONTE 6070;2016-05-06T09:21:10.566123;0.00;0.00;0.00;0.00;0.00;0.00;99288.30;0.00;0.00;0.00;0.00;0.00
193401;741122210000000001;TAXAS DE SERVIÇOS CADASTRAIS;2015-01-01;136518.77;1;1;2015;0.00;136518.77;136518.77;0.00;0.00;136518.77;741122210000000001;TAXAS DE SERVIÇOS CADASTRAIS;2016-05-06T09:21:10.571054;4620.62;5744.02;10051.95;8399.52;8959.93;16699.23;15182.67;11914.86;8891.45;13840.70;15506.86;16706.96
193402;741122290000000001;EMOLUMENTOS E CUSTAS EXTRAJUDICIAIS;2015-01-01;1428549.05;1;1;2015;0.00;1428549.05;1428549.05;0.00;0.00;1428549.05;741122290000000001;EMOLUMENTOS E CUSTAS EXTRAJUDICIAIS;2016-05-06T09:21:10.577043;57321.83;66287.82;125858.98;88707.85;82599.18;84499.62;85962.81;72921.63;76152.29;59376.97;53300.80;575559.27
193403;741122900100000001;TAXA DE LIMPEZA PÚBLICA;2015-01-01;78.72;1;1;2015;0.00;78.72;78.72;0.00;0.00;78.72;741122900100000001;TAXA DE LIMPEZA PÚBLICA;2016-05-06T09:21:10.582219;4.15;4.15;30.60;2.49;4.15;5.81;2.49;1.66;1.66;0.00;0.00;21.56
193404;741122900200000001;TAXA DE CONSERVAÇÃO VIAS E LOGRADOUROS;2015-01-01;2.50;1;1;2015;0.00;2.50;2.50;0.00;0.00;2.50;741122900200000001;TAXA DE CONSERVAÇÃO VIAS E LOGRADOUROS;2016-05-06T09:21:10.586787;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;0.00;0.00;0.00
193405;741122900300000001;TAXA DE COLETA DE LIXO;2015-01-01;3975408.18;1;1;2015;0.00;3975408.18;3975408.18;0.00;0.00;3975408.18;741122900300000001;TAXA DE COLETA DE LIXO;2016-05-06T09:21:10.592388;73981.75;78379.46;176621.69;571564.96;2038356.45;178464.92;155623.89;141206.13;126550.14;97709.48;100854.97;236094.34
193406;741122990099000002;OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS - FONTE 0010;2015-01-01;2439591.22;1;1;2015;0.00;2439591.22;2439591.22;0.00;0.00;2439591.22;741122990099000002;OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS - FONTE 0010;2016-05-06T09:21:10.597281;98982.11;325749.33;501947.74;148769.25;220250.78;129430.04;124454.22;113447.36;104220.78;87563.35;391981.48;192794.78
193407;741210290700000001;CONTRIBUIÇÃO DE SERVIDOR ATIVO CIVIL - FPP;2015-01-01;11128982.66;1;1;2015;0.00;11128982.66;11128982.66;0.00;0.00;11128982.66;741210290700000001;CONTRIBUIÇÃO DE SERVIDOR ATIVO CIVIL - FPP;2016-05-06T09:21:10.602100;911147.76;895877.85;945091.59;893265.15;917948.72;922856.46;953729.26;930700.28;490454.55;738686.67;678254.45;1850969.92
192024;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2013-01-01;602.50;1;1;2013;0.00;602.50;602.50;0.00;0.00;602.50;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2016-05-06T09:21:01.371836;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;602.50
193408;741210290700000100;CONTRIBUIÇÃO DE SERVIDOR ATIVO CIVIL - FPC;2015-01-01;17295577.18;1;1;2015;0.00;17295577.18;17295577.18;0.00;0.00;17295577.18;741210290700000100;CONTRIBUIÇÃO DE SERVIDOR ATIVO CIVIL - FPC;2016-05-06T09:21:10.607736;1398531.82;1318294.92;1325889.82;1293439.71;1309525.57;1328194.91;1351333.44;1361463.31;1738190.24;1120562.09;1116915.54;2633235.81
192025;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2014-01-01;8775.00;1;1;2014;0.00;8775.00;8775.00;0.00;0.00;8775.00;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2016-05-06T09:21:01.376796;0.00;0.00;8775.00;21797.50;31398.00;20194.00;0.00;0.00;10366.00;0.00;-83755.50;0.00
193409;741210290900000001;CONTRIBUIÇÕES DE SERVIDOR INATIVO CIVIL - FPP;2015-01-01;76541.20;1;1;2015;0.00;76541.20;76541.20;0.00;0.00;76541.20;741210290900000001;CONTRIBUIÇÕES DE SERVIDOR INATIVO CIVIL - FPP;2016-05-06T09:21:10.612952;5396.70;5052.88;14159.36;6368.96;5618.10;5618.10;5722.46;5635.50;5635.50;6959.81;2841.54;7532.29
193410;741210290900000100;CONTRIBUIÇÕES DE SERVIDOR INATIVO CIVIL - FPC;2015-01-01;1276.33;1;1;2015;0.00;1276.33;1276.33;0.00;0.00;1276.33;741210290900000100;CONTRIBUIÇÕES DE SERVIDOR INATIVO CIVIL - FPC;2016-05-06T09:21:10.617670;60.17;30.09;543.10;131.61;63.92;63.92;63.92;63.92;63.92;63.92;63.92;63.92
193411;741210291100000001;CONTRIBUIÇÕES DE PENSIONISTAS CIVIL - FPP;2015-01-01;31694.40;1;1;2015;0.00;31694.40;31694.40;0.00;0.00;31694.40;741210291100000001;CONTRIBUIÇÕES DE PENSIONISTAS CIVIL - FPP;2016-05-06T09:21:10.622605;2481.72;2391.46;4008.43;2766.55;2599.20;0.00;2599.20;5198.40;2599.20;2599.20;1851.84;2599.20
193412;741220290000000001;CONTRIBUIÇÃO  SERVIÇO DE ILUMINAÇÃO PÚBLICA FONTE 6050;2015-01-01;1705737.59;1;1;2015;0.00;1705737.59;1705737.59;0.00;0.00;1705737.59;741220290000000001;CONTRIBUIÇÃO  SERVIÇO DE ILUMINAÇÃO PÚBLICA FONTE 6050;2016-05-06T09:21:10.627870;56826.29;43582.35;98283.28;188073.23;457189.22;397640.34;104083.46;97510.66;50310.98;36914.50;39913.18;135410.10
193413;741220290000000002;CONTRIBUIÇÃO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP;2015-01-01;11799014.87;1;1;2015;0.00;11799014.87;11799014.87;0.00;0.00;11799014.87;741220290000000002;CONTRIBUIÇÃO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP;2016-05-06T09:21:10.632607;1025146.66;980186.58;858371.15;956227.23;924422.55;924320.58;1016447.13;1000783.05;959158.33;978273.95;1079323.02;1096354.64
193414;741319000100000001;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - FONTE 0010;2015-01-01;13700.00;1;1;2015;0.00;13700.00;13700.00;0.00;0.00;13700.00;741319000100000001;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - FONTE 0010;2016-05-06T09:21:10.637319;0.00;7000.00;6200.00;500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
193415;7413190101;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - ESPAÇO CULTURAL;2015-01-01;17447.15;1;1;2015;0.00;17447.15;17447.15;0.00;0.00;17447.15;7413190101;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - ESPAÇO CULTURAL;2016-05-06T09:21:10.642886;0.00;0.00;0.00;0.00;0.00;0.00;0.00;572.00;0.00;0.00;0.00;16875.15
193416;7413190102;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - LOCAÇÃO IMÓVEIS POLIESPORTIVOS;2015-01-01;787.05;1;1;2015;0.00;787.05;787.05;0.00;0.00;787.05;7413190102;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS - LOCAÇÃO IMÓVEIS POLIESPORTIVOS;2016-05-06T09:21:10.647827;0.00;0.00;233.20;42.40;0.00;0.00;0.00;0.00;0.00;0.00;511.45;0.00
193417;741325010200000001;RENDIMENTO  APLICAÇÃO - FUNDEB  FONTE 0030;2015-01-01;593715.27;1;1;2015;0.00;593715.27;593715.27;0.00;0.00;593715.27;741325010200000001;RENDIMENTO  APLICAÇÃO - FUNDEB  FONTE 0030;2016-05-06T09:21:10.652559;45817.80;71641.05;83147.80;54008.93;39763.02;46250.84;44916.92;54379.98;45056.30;50557.34;34393.96;23781.33
193418;741325010300000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - FNS/SUS;2015-01-01;115491.30;1;1;2015;0.00;115491.30;115491.30;0.00;0.00;115491.30;741325010300000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - FNS/SUS;2016-05-06T09:21:10.657734;0.00;43058.30;0.00;0.00;35311.92;0.00;0.00;37121.08;0.00;0.00;0.00;0.00
193419;741325010300000002;RENDIMENTO DE APLICAÇÃO RECURSOS - CONVÊNIO 5493/2005 FNS;2015-01-01;33108.31;1;1;2015;0.00;33108.31;33108.31;0.00;0.00;33108.31;741325010300000002;RENDIMENTO DE APLICAÇÃO RECURSOS - CONVÊNIO 5493/2005 FNS;2016-05-06T09:21:10.662571;2665.82;2134.06;2558.11;2401.28;2518.99;2759.32;3076.27;2939.77;2967.45;2998.68;2882.95;3205.61
193420;741325010300000003;RENDIMENTO DE APLICAÇÃO RECURSOS - CONVÊNIO 2709/2007;2015-01-01;43852.04;1;1;2015;0.00;43852.04;43852.04;0.00;0.00;43852.04;741325010300000003;RENDIMENTO DE APLICAÇÃO RECURSOS - CONVÊNIO 2709/2007;2016-05-06T09:21:10.667255;4439.20;3975.18;5096.39;4711.98;4957.12;5350.36;5293.33;3840.12;2439.32;1838.15;904.73;1006.16
193421;741325010300000005;RENDIMENTO DE APLICAÇÃO - REC CONV SAÚDE DA FAMÍLIA - ESTADO;2015-01-01;943.69;1;1;2015;0.00;943.69;943.69;0.00;0.00;943.69;741325010300000005;RENDIMENTO DE APLICAÇÃO - REC CONV SAÚDE DA FAMÍLIA - ESTADO;2016-05-06T09:21:10.672173;63.14;56.87;74.02;68.33;72.63;80.33;89.72;86.78;87.01;87.58;83.97;93.31
193422;741325010300000007;RENDIMENTO DE APLICAÇÃO PAB FIXO;2015-01-01;569132.00;1;1;2015;0.00;569132.00;569132.00;0.00;0.00;569132.00;741325010300000007;RENDIMENTO DE APLICAÇÃO PAB FIXO;2016-05-06T09:21:10.677414;42226.13;1.05;57069.95;54128.20;4567.52;63762.90;72737.99;6144.57;74278.16;70563.17;66981.12;56671.24
193423;741325010300000008;RENDIMENTO DE APLICAÇÃO FARMÁCIA BÁSICA;2015-01-01;96045.76;1;1;2015;0.00;96045.76;96045.76;0.00;0.00;96045.76;741325010300000008;RENDIMENTO DE APLICAÇÃO FARMÁCIA BÁSICA;2016-05-06T09:21:10.682209;45340.07;5379.84;7489.81;6371.86;-32909.50;7131.43;8412.02;8753.55;9474.12;10179.79;10299.79;10122.98
193553;741721330001000001;PISO DE ATENÇÃO BÁSICA - PAB FIXO - 0401;2015-01-01;5325540.00;1;1;2015;0.00;5325540.00;5325540.00;0.00;0.00;5325540.00;741721330001000001;PISO DE ATENÇÃO BÁSICA - PAB FIXO - 0401;2016-05-06T09:21:11.437672;200018.60;484140.00;484140.00;484140.00;768261.40;484140.00;484140.00;484140.00;484140.00;484140.00;484140.00;0.00
193424;741325010300000009;RENDIMENTO APLICAÇÃO - PROGRAMA DE SAUDE DA FAMILIA;2015-01-01;82435.23;1;1;2015;0.00;82435.23;82435.23;0.00;0.00;82435.23;741325010300000009;RENDIMENTO APLICAÇÃO - PROGRAMA DE SAUDE DA FAMILIA;2016-05-06T09:21:10.687042;7890.62;7252.58;116309.99;8040.85;-95146.54;7797.83;4994.71;7961.97;1877.28;5488.84;5135.52;4831.58
193425;741325010300000010;RENDIMENTO DE APLICAÇÃO PROG AGENTE COMUNITÁRIO DE SAÚDE;2015-01-01;37136.47;1;1;2015;0.00;37136.47;37136.47;0.00;0.00;37136.47;741325010300000010;RENDIMENTO DE APLICAÇÃO PROG AGENTE COMUNITÁRIO DE SAÚDE;2016-05-06T09:21:10.692020;0.00;0.00;0.00;0.00;14432.43;0.00;0.00;22704.04;0.00;0.00;0.00;0.00
193426;741325010300000011;RENDIMENTO DE APLICAÇÃO - VIGILÂNCIA EPIDEMIOLÓGICA;2015-01-01;593578.14;1;1;2015;0.00;593578.14;593578.14;0.00;0.00;593578.14;741325010300000011;RENDIMENTO DE APLICAÇÃO - VIGILÂNCIA EPIDEMIOLÓGICA;2016-05-06T09:21:10.696778;5323.91;41116.65;52467.74;48089.34;87881.65;51548.40;55657.97;53308.57;52034.43;51566.04;49446.27;45137.17
193427;741325010300000012;RENDIMENTO DE APLICAÇÃO - SAÚDE BUCAL;2015-01-01;1960.57;1;1;2015;0.00;1960.57;1960.57;0.00;0.00;1960.57;741325010300000012;RENDIMENTO DE APLICAÇÃO - SAÚDE BUCAL;2016-05-06T09:21:10.702017;0.00;0.00;0.00;0.00;1035.45;0.00;0.00;925.12;0.00;0.00;0.00;0.00
193428;741325010300000013;RENDIMENTO DE APLICAÇÃO - RECURSOS GESTÃO DO SUS;2015-01-01;15445.90;1;1;2015;0.00;15445.90;15445.90;0.00;0.00;15445.90;741325010300000013;RENDIMENTO DE APLICAÇÃO - RECURSOS GESTÃO DO SUS;2016-05-06T09:21:10.706853;5552.79;575.82;738.22;682.55;1943.30;787.71;879.89;841.81;848.78;856.18;823.27;915.58
193429;741325010300000014;RENDIMENTO DE APLICAÇÃO - ALTA E MÉDIA COMPLEXIDADE;2015-01-01;1434074.57;1;1;2015;0.00;1434074.57;1434074.57;0.00;0.00;1434074.57;741325010300000014;RENDIMENTO DE APLICAÇÃO - ALTA E MÉDIA COMPLEXIDADE;2016-05-06T09:21:10.711697;87169.30;92334.49;19345.91;106806.57;221713.65;118380.78;132228.51;127759.21;136042.31;135525.38;132209.40;124559.06
193430;741325010300000018;RENDIMENTO DE APLICAÇÃO - SUS ESTADO;2015-01-01;100225.08;1;1;2015;0.00;100225.08;100225.08;0.00;0.00;100225.08;741325010300000018;RENDIMENTO DE APLICAÇÃO - SUS ESTADO;2016-05-06T09:21:10.716468;10103.63;8320.20;10484.59;9333.53;8406.75;8914.43;10117.66;8731.18;7536.54;7275.05;6213.69;4787.83
193431;741325010300000019;RENDIMENTO DE APLICAÇÃO - SUS - ESTADO - UPA;2015-01-01;156982.32;1;1;2015;0.00;156982.32;156982.32;0.00;0.00;156982.32;741325010300000019;RENDIMENTO DE APLICAÇÃO - SUS - ESTADO - UPA;2016-05-06T09:21:10.721141;21067.48;18592.94;22636.07;18760.36;16697.00;17765.52;21220.20;16082.00;2145.66;0.00;0.00;2015.09
193432;741325010300000020;RENDIMENTO DE APLICAÇÃO - SUS - ESTADO - OUTRAS TRANSFERÊNCIAS;2015-01-01;31134.02;1;1;2015;0.00;31134.02;31134.02;0.00;0.00;31134.02;741325010300000020;RENDIMENTO DE APLICAÇÃO - SUS - ESTADO - OUTRAS TRANSFERÊNCIAS;2016-05-06T09:21:10.725885;2393.05;2122.23;2562.58;2392.20;2441.10;2544.99;2840.70;2718.42;2740.60;2764.31;2657.93;2955.91
192026;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2010-01-01;45056.25;1;1;2010;0.00;45056.25;45056.25;0.00;0.00;45056.25;741319000100000000;PREÇO PÚBLICO PELO USO DE BENS IMÓVEIS;2016-05-06T09:21:01.381609;0.00;0.00;18477.75;2350.50;0.00;16128.00;0.00;10.00;0.00;0.00;8090.00;0.00
193433;741325010300000021;RENDIMENTO DE APLICAÇÃO - REPASSE SAMU ESTADO;2015-01-01;20788.84;1;1;2015;0.00;20788.84;20788.84;0.00;0.00;20788.84;741325010300000021;RENDIMENTO DE APLICAÇÃO - REPASSE SAMU ESTADO;2016-05-06T09:21:10.730703;0.00;0.00;0.00;0.00;124.02;2691.83;5927.46;5163.60;2861.46;2120.85;1443.91;455.71
193434;741325010300000022;RENDIMENTO DE APLICAÇÃO - COMPLEXO ATENÇÃO MULHER;2015-01-01;997.91;1;1;2015;0.00;997.91;997.91;0.00;0.00;997.91;741325010300000022;RENDIMENTO DE APLICAÇÃO - COMPLEXO ATENÇÃO MULHER;2016-05-06T09:21:10.735460;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;997.91
193435;7413250103000021;RENDIMENTO DE APLICAÇÃO - CONVÊNIO 494/2005;2015-01-01;69.47;1;1;2015;0.00;69.47;69.47;0.00;0.00;69.47;7413250103000021;RENDIMENTO DE APLICAÇÃO - CONVÊNIO 494/2005;2016-05-06T09:21:10.740259;4.65;4.18;5.45;5.03;5.35;5.91;6.61;6.39;6.40;6.45;6.18;6.87
193436;741325010500000003;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - MANUTENÇÃO E DESENV. DO ENSINO - MDE;2015-01-01;375854.33;1;1;2015;0.00;375854.33;375854.33;0.00;0.00;375854.33;741325010500000003;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - MANUTENÇÃO E DESENV. DO ENSINO - MDE;2016-05-06T09:21:10.745055;14968.19;8780.82;21649.10;19948.84;35146.76;79697.16;62805.87;47434.17;23280.45;15943.08;21534.26;24665.63
193437;741325010600000000;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - ASPS - FONTE 0040;2015-01-01;286533.16;1;1;2015;0.00;286533.16;286533.16;0.00;0.00;286533.16;741325010600000000;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - ASPS - FONTE 0040;2016-05-06T09:21:10.749812;19513.83;19212.42;30779.76;14036.75;21481.53;43320.90;40476.67;23115.56;15170.54;13045.69;24510.98;21868.53
193438;741325010900000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - CIDE - FONTE 0080 ;2015-01-01;11938.22;1;1;2015;0.00;11938.22;11938.22;0.00;0.00;11938.22;741325010900000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - CIDE - FONTE 0080 ;2016-05-06T09:21:10.754759;497.36;456.73;614.59;567.33;602.98;666.97;1175.34;1359.08;1362.54;2503.15;2054.28;77.87
193439;741325011000000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNAS - FONTE 0700;2015-01-01;561323.10;1;1;2015;0.00;561323.10;561323.10;0.00;0.00;561323.10;741325011000000001;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNAS - FONTE 0700;2016-05-06T09:21:10.759690;42896.54;39273.09;50791.45;46844.87;47492.74;51538.13;55630.12;50309.85;48096.54;46044.56;41183.17;41222.04
193440;741325011100000002;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0202;2015-01-01;65528.19;1;1;2015;0.00;65528.19;65528.19;0.00;0.00;65528.19;741325011100000002;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0202;2016-05-06T09:21:10.764325;3148.19;3027.37;3493.62;4255.58;5085.37;8041.78;8688.24;9753.72;7401.38;5501.27;5222.72;1908.95
193441;741325011100000003;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0204;2015-01-01;300822.60;1;1;2015;0.00;300822.60;300822.60;0.00;0.00;300822.60;741325011100000003;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0204;2016-05-06T09:21:10.769164;30867.38;30328.60;32308.75;30297.78;27393.70;29225.46;31600.36;30427.56;22912.14;14521.62;11005.59;9933.66
193442;741325011100000006;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0203;2015-01-01;4639.52;1;1;2015;0.00;4639.52;4639.52;0.00;0.00;4639.52;741325011100000006;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - FONTE 0203;2016-05-06T09:21:10.774160;1551.58;508.77;204.72;188.72;236.92;295.39;336.93;377.61;422.14;189.20;156.43;171.11
193443;741325011100000202;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - SAL EDUCAÇÃO;2015-01-01;92632.17;1;1;2015;0.00;92632.17;92632.17;0.00;0.00;92632.17;741325011100000202;RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS DO FNDE - SAL EDUCAÇÃO;2016-05-06T09:21:10.779041;7974.19;6974.13;10543.09;10223.62;11141.42;9778.98;8379.04;8413.22;7746.98;4540.72;4748.83;2167.95
193444;741325011100000204;RECEITA DE RENDIMENTO DA POUPANÇA DE RECURSOS DO FNDE ;2015-01-01;485.72;1;1;2015;0.00;485.72;485.72;0.00;0.00;485.72;741325011100000204;RECEITA DE RENDIMENTO DA POUPANÇA DE RECURSOS DO FNDE ;2016-05-06T09:21:10.783986;485.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
193445;741325011100000285;RENDIMENTO DE APLIC. FINANC. TER COOP TÉCNICA PAC 2 07749/2013 - CONSTRUÇÃO DE 07 CMEIS;2015-01-01;287410.42;1;1;2015;0.00;287410.42;287410.42;0.00;0.00;287410.42;741325011100000285;RENDIMENTO DE APLIC. FINANC. TER COOP TÉCNICA PAC 2 07749/2013 - CONSTRUÇÃO DE 07 CMEIS;2016-05-06T09:21:10.788707;19849.20;17774.41;22787.72;21068.89;22165.02;24315.31;27160.55;25985.22;26200.43;26428.48;25412.91;28262.28
